date,ticker,tweet,close
2020-01-02,AAPL,$aapl $300 calls first trade of 2020 congrats to all bulls ,75.0875015258789
2020-01-02,AAPL,$aapl remember if you short every day one of those days you will be right ,75.0875015258789
2020-01-02,AAPL,$aapl called it the bear comment below makes me chuckle inside so sweeet ,75.0875015258789
2020-01-02,HD,$hd bought more at todays low she is turning stars aligned,75.0875015258789
2020-01-02,AAPL,apple is taking things up in 2020  $aapl,75.0875015258789
2020-01-02,AAPL,$aapl not a bad day wish i wouldnt have sold those 20 300 calls on monday still took a decent profit for next week calls though ,75.0875015258789
2020-01-02,AAPL,$aapl where are all the peeps posting bearish since $200,75.0875015258789
2020-01-03,NVDA,$nvda this should be at least 300 already ,74.35749816894531
2020-01-03,AAPL,$aapl tomorrow buy time on the dip then green ,74.35749816894531
2020-01-03,AAPL,$aapl thanks for that dip let the bears talk their gibberish and ignore it ,74.35749816894531
2020-01-03,AAPL,$aapl leave enough red to buy calls at open ,74.35749816894531
2020-01-03,AAPL,$aapl short this bears  never go against apple,74.35749816894531
2020-01-03,TSLA,$tsla  i must rise to a level where winning does not elate  me and losing does not deflate me but its not going to happen today,74.35749816894531
2020-01-03,TSLA,$tsla shorts are f u c k e d ,74.35749816894531
2020-01-03,TSLA,$tsla dont short its a trap lol  see you at 7  up day,74.35749816894531
2020-01-03,AMZN,$amzn who ever shorted today will be deported from us if you are immigrants ,74.35749816894531
2020-01-03,TSLA,$tsla  not see anything like this with tesla stock in the last 3 years itll be an epic year in 2020 when model y roll out in summer,74.35749816894531
2020-01-03,TSLA,$tsla  can one hear the bear as it cries in the forest,74.35749816894531
2020-01-03,TSLA,$tsla ignore the clowns and bears  marvelous opportunity awaits the longterm bulls,74.35749816894531
2020-01-03,GOOGL,$googl good thing i loaded up on puts ,74.35749816894531
2020-01-03,AAPL,$aapl $1000 by the end of january ,74.35749816894531
2020-01-06,AAPL,$aapl its just too funny and easy to laugh at bears at this point why dont you guys do something useful like find a good job so you can afford to buy apple instead of just posting jealous hate and looking like a ,74.94999694824219
2020-01-06,AAPL,$aapl once hits 300 today needs another 100 points to reach 400 like that smart gentleman said on cnbc this am ,74.94999694824219
2020-01-06,AMZN,$amzn i hope we can come close to touching 2000 either tomorrow or wednesday ,74.94999694824219
2020-01-06,TSLA,$tsla  squeal like a pig chanos squeal like a pig ,74.94999694824219
2020-01-06,NFLX,$nflx  336 test to possibly test 340s tomorrow  all day mentions since open ,74.94999694824219
2020-01-06,TSLA,$tsla shorts thought they are making a quick and easy bethahhaha ,74.94999694824219
2020-01-06,TSLA,$tsla if you had only listened bears ,74.94999694824219
2020-01-06,TSLA,once again $tsla keeps roasting the shorts,74.94999694824219
2020-01-07,TSLA,$tsla but butt ww3  screw the sink this stock has had the whole house thrown at it and still goes up you bears are real  s,74.59750366210938
2020-01-07,TSLA,$tsla congratulations to elon and spacex for another successful drone ship landing the man is in the zone ,74.59750366210938
2020-01-07,FB,$fb finally gapped up took a year and half to do it but fck it feels good long and strong  lets keep this train moving still has some more to go before ill even consider selling my calls of any of my shares,74.59750366210938
2020-01-07,TSLA,$tsla these bears constantly post old a$$ pics of crashed teslas hahahahaha have you not learned yet im pretty sure your account learned by now   hope you readyyyy for whats next ,74.59750366210938
2020-01-07,TSLA,$tsla top of the channel $485 believe it ,74.59750366210938
2020-01-07,TSLA,$tsla wow jpm with a whole $20 ,74.59750366210938
2020-01-07,DIS,"$dis just keep falling just keep falling just keep falling falling falling what does dis do all month falling falling falling 
dory",74.59750366210938
2020-01-07,AAPL,$aapl bears  shorts later today ,74.59750366210938
2020-01-07,TSLA,$tsla head fake w more short covering ,74.59750366210938
2020-01-07,BA,$ba  stocks usually look bearish until they dont lol ba ba boom ,74.59750366210938
2020-01-07,WMT,i would of thought $wmt would have got hit a little harder with that 546 million dollar lawsuit they just lost for not paying their drivers ,74.59750366210938
2020-01-07,TSLA,$tsla bears  i say you really do have some good points and youre right this may pull back but why would you get in front of this right now or over the last month theres other opportunities out there even for your hateful selves,74.59750366210938
2020-01-07,TSLA,$tsla $470 by open tomorrow get your electric rocket ships ready we going to the moon ,74.59750366210938
2020-01-07,TSLA,$tsla have only 2000$ im not going far with this at this point ,74.59750366210938
2020-01-07,TSLA,$tsla man i cant wait till the day tesla start paying out dividends once that announcement happens the stock will explode before the exdate ,74.59750366210938
2020-01-07,FB,$fb stop selling my $215 weekly calls are getting wrecked ,74.59750366210938
2020-01-07,TSLA,$tsla should i do a search of all the mark this post from the bear shorts that have been fried the last month ,74.59750366210938
2020-01-07,AMZN,$amzn congrats to all the long  there were some trying times but our patience is being rewarded lots more to come ,74.59750366210938
2020-01-07,TSLA,$tsla well its not bynd mane its not too late to buy  just maybe,74.59750366210938
2020-01-07,TSLA,$tsla yep especially put buyers and call chasers oof ,74.59750366210938
2020-01-07,AAPL,$aapl who is ready to open tomorrow  at $290 its time ,74.59750366210938
2020-01-07,AAPL,$aapl green by morning my ass yall should have taken profits ,74.59750366210938
2020-01-08,AAPL,$aapl buy 300 call easy money ,75.79750061035156
2020-01-08,AAPL,$aapl maybe dan ives at wedbush can reimburse all you chasers for your losses or maybe not ,75.79750061035156
2020-01-08,TSLA,$tsla another target raised to $556 wow when the dust settles this will    ,75.79750061035156
2020-01-08,TSLA,$tsla if this takes a big dip tomorrow morning im closing all my hedges and rolling my $525k of sub $300 strike jan 17 calls up to $400 strike calls bring it on ,75.79750061035156
2020-01-08,TSLA,$tsla wow its great to wake up to this this is going to open at 475 and maybe hit 500 today ,75.79750061035156
2020-01-08,TSLA,$tsla bullish af to the mewn but that 15 point bubblepop drop last night was not a good feeling while holding calls  bork,75.79750061035156
2020-01-08,DIS,$dis small piece of advice if youre long calls turning them into spreads before close really helps reduce risk then you can close the short leg out in the morning usually for a profit when things are starting to look bullish again ,75.79750061035156
2020-01-08,TSLA,$tsla oh yeah was that yesterday 30 point run  give me $489,75.79750061035156
2020-01-08,TSLA,$tsla i just took profits and resized my position a few days ago soon ill be doing it again ,75.79750061035156
2020-01-08,AAPL,$aapl with all time highs again the market seems to enjoy war very much,75.79750061035156
2020-01-08,TSLA,$tsla bwahahaha there isnt a thing capable of stopping this train ,75.79750061035156
2020-01-08,TSLA,$tsla whos making tendies  missed this run,75.79750061035156
2020-01-08,AAPL,$aapl short term  people need to pull some off the table with all uncertainty floating around this is just dicey,75.79750061035156
2020-01-08,TSLA,$tsla people seem to have forgotten about the energy business,75.79750061035156
2020-01-08,TSLA,$tsla i thought $500 by end of week not middle of week ,75.79750061035156
